suite,pass_id,seq_in_pass,query_name,sql_sha256_16,latency_ms,status,n_rows,is_timed,error
prodds,0,78,query_8,03e388f6409edac0,77.192,ok,4095,0,
prodds,0,79,query_80,3101e49de9c7c942,23.683,ok,297,0,
prodds,0,80,query_81,a582932eae4843e6,106.935,ok,1,0,
prodds,0,81,query_82,c979d7e78d375023,43.311,ok,496,0,
prodds,0,82,query_83,d60fd1edc6582f54,65.812,ok,1850,0,
prodds,0,83,query_84,bcc578a276bdbbbf,102.247,ok,2513,0,
prodds,0,84,query_85,a880f98f6fef9f6e,148.566,ok,2448,0,
prodds,0,85,query_86,fe3b4cfd97fec833,88.882,ok,5228,0,
prodds,0,86,query_87,b9815c7170cbf79e,296.790,ok,1198,0,
prodds,0,87,query_88,a0a9d30e138c5f9b,117.946,ok,1541,0,
prodds,0,88,query_89,a4fcde3429d10d32,69.389,ok,684,0,
prodds,0,89,query_9,d4d9c28edc33a730,188.409,ok,17156,0,
prodds,0,90,query_90,6f94416f0e82da9b,102.462,ok,5,0,
prodds,0,91,query_91,67ea4c743208b1e9,111.913,ok,1,0,
prodds,0,92,query_92,8d9b0e13c45562e6,91.581,ok,1,0,
prodds,0,93,query_93,aca7cee2241c8229,236.261,ok,15,0,
prodds,0,94,query_94,683a16557f10eedf,250.642,ok,12,0,
prodds,0,95,query_95,a0543169e991c000,57.723,ok,1,0,
prodds,0,96,query_96,59711b1c87987b5c,99.750,ok,824,0,
prodds,0,97,query_97,6885e8b6e001e151,81.497,ok,1,0,
prodds,0,98,query_98,018f7bd69ffb4bcd,105.014,ok,805,0,
prodds,0,99,query_99,28419fb1aaf3d33e,91.274,ok,653,0,
prodds,0,100,query_join_J100,3709977783d85ace,53085.295,ok,2875432,0,
prodds,0,101,query_join_J200,99954a9bb264bf27,94494.868,ok,2875432,0,
prodds,0,102,query_join_J50,8595ff99aef8ce33,39380.162,ok,2875432,0,
prodds,0,103,query_union_U10,5a897fc76b1d0f0d,7039.081,ok,3541651,0,
prodds,0,104,query_union_U2,d36913730eb8de11,944.481,ok,490088,0,
prodds,0,105,query_union_U20,d6efe4deb832af6f,15212.470,ok,7674881,0,
prodds,0,106,query_union_U200,e60f5f609046024e,170209.397,ok,87390461,0,
prodds,0,107,query_union_U5,1b6865b43a7b1833,2426.411,ok,1264259,0,
prodds,1,1,query_1,006cb31288dcecde,27.841,ok,1,1,
prodds,1,2,query_10,e48f8b326357d7a2,329.750,ok,10000,1,
prodds,1,3,query_11,3018317c78152d5b,54.478,ok,175,1,
prodds,1,4,query_12,e0517e5722f70e55,79.801,ok,100,1,
prodds,1,5,query_13,abe46ff58a4f42b1,49.017,ok,14,1,
prodds,1,6,query_14,e8e60f29446521a3,51.493,ok,4769,1,
prodds,1,7,query_15,29dd61eef6af08cd,51.118,ok,2,1,
prodds,1,8,query_16,227d88855f8d6c79,313.341,ok,9925,1,
prodds,1,9,query_17,6581a9f818897746,67.446,ok,1,1,
prodds,1,10,query_18,a1fc37af0fb2a6ef,109.960,ok,224,1,
prodds,1,11,query_19,053522c5c77fc0eb,139.431,ok,48,1,
prodds,1,12,query_2,2527118c1d3d1d9f,109.184,ok,15455,1,
prodds,1,13,query_20,703368b73fa14caa,267.223,ok,583,1,
prodds,1,14,query_21,2fa9b09e413209fa,687.123,ok,167,1,
prodds,1,15,query_22,7d2b4701f3ef58bc,81.917,ok,977,1,
prodds,1,16,query_23,f6bbc65c38c2bc4a,208.202,ok,8,1,
prodds,1,17,query_24,a132eb48b25bbef5,54.724,ok,20,1,
prodds,1,18,query_25,cdac296d6ee4dc2f,35.327,ok,1,1,
prodds,1,19,query_26,a41b88008c3ed428,187.770,ok,40,1,
prodds,1,20,query_27,9fab92ebdb65c2e8,82.236,ok,1000,1,
prodds,1,21,query_28,5aa28421cd33e528,130.129,ok,785,1,
prodds,1,22,query_29,08d402872e83caa4,112.924,ok,100,1,
prodds,1,23,query_3,1d89f58513838443,494.651,ok,3109,1,
prodds,1,24,query_30,96649e846d800d28,163.715,ok,17885,1,
prodds,1,25,query_31,01f7f844fa4acd57,40.241,ok,1,1,
prodds,1,26,query_32,c63a145b5ca492c2,133.882,ok,15104,1,
prodds,1,27,query_33,55f8dc9945972116,125.959,ok,10,1,
prodds,1,28,query_34,5a4fbc98f8cde254,106.989,ok,7,1,
prodds,1,29,query_35,1811d0d847f2619d,326.840,ok,1104,1,
prodds,1,30,query_36,92368eeb20e87e28,67.339,ok,1,1,
prodds,1,31,query_37,a7d5adfed058c51b,100.987,ok,248,1,
prodds,1,32,query_38,e94d6da590598a62,94.114,ok,1,1,
prodds,1,33,query_39,61edd6106e2b3a7a,136.186,ok,10,1,
prodds,1,34,query_4,ee74c925f5c99fb5,51.052,ok,2,1,
prodds,1,35,query_40,bbbf757e6a652f0a,17.586,ok,1,1,
prodds,1,36,query_41,92e2880c0b4d56e6,253.598,ok,14692,1,
prodds,1,37,query_42,4312d67082db426c,412.520,ok,44835,1,
prodds,1,38,query_43,0a51b6694b5a7257,195.544,ok,1,1,
prodds,1,39,query_44,291136a006613716,34.056,ok,1,1,
prodds,1,40,query_45,ffcf8da68d7dd35b,103.589,ok,14533,1,
prodds,1,41,query_46,1bbd10f987d2b918,20517.953,ok,4569620,1,
prodds,1,42,query_47,f5ed81a1079b876d,538.550,ok,9387,1,
prodds,1,43,query_48,3ee3b85b1ef9b6cc,214.088,ok,106215,1,
prodds,1,44,query_49,557c5a6b0c16ce58,66.418,ok,1,1,
prodds,1,45,query_5,5b88725bcc4d27bf,104.183,ok,2433,1,
prodds,1,46,query_50,cc396a0561757a2d,80.517,ok,139,1,
prodds,1,47,query_51,47daa255df8c66d2,418.136,ok,67,1,
prodds,1,48,query_52,21653ea8ff5cc2b1,107.705,ok,4081,1,
prodds,1,49,query_53,d3ed703ec3942a98,150.075,ok,10410,1,
prodds,1,50,query_54,708ca0358ba082b1,122.302,ok,1,1,
prodds,1,51,query_55,35ded3633f071735,303.406,ok,16306,1,
prodds,1,52,query_56,6fec29b846c3f30b,67.173,ok,2200,1,
prodds,1,53,query_57,3ebf822c57b400e9,76.278,ok,90,1,
prodds,1,54,query_58,21a08348ae3fe28f,72.408,ok,3,1,
prodds,1,55,query_59,206318ea2fa00447,101.712,ok,5423,1,
prodds,1,56,query_6,c2b1e5ca7dfc2f02,105.593,ok,448,1,
prodds,1,57,query_60,cc8d5d910e706440,86.265,ok,11,1,
prodds,1,58,query_61,d18979de82b75a27,63.607,ok,31,1,
prodds,1,59,query_62,9e6c7a66b6f79a9b,33.557,ok,4,1,
prodds,1,60,query_63,dac96e058c6fac35,359.405,ok,1,1,
prodds,1,61,query_64,d6b74e7e8afb9473,39.701,ok,132,1,
prodds,1,62,query_65,35d9acefc0528a8a,26.416,ok,91,1,
prodds,1,63,query_66,a2dd59ed7b91fcb0,155.794,ok,1,1,
prodds,1,64,query_67,778a86a30a00dbda,28.331,ok,1,1,
prodds,1,65,query_68,4b29f0df89d7bd31,137.169,ok,1,1,
prodds,1,66,query_69,a6b9da715f7bf555,405.213,ok,14157,1,
prodds,1,67,query_7,d902ae2e7edf4052,47.557,ok,1,1,
prodds,1,68,query_70,033b59e5cf67bae8,178.794,ok,9129,1,
prodds,1,69,query_71,9b2b1fee0b10c91c,181.710,ok,10000,1,
prodds,1,70,query_72,2ecaa394cac0bd92,120.874,ok,10083,1,
prodds,1,71,query_73,142e54ba66be46d7,65.748,ok,897,1,
prodds,1,72,query_74,0f4014eed0e1bafc,102.067,ok,1,1,
prodds,1,73,query_75,50285d481cc442d0,39.812,ok,1,1,
prodds,1,74,query_76,68602f8df2810cdb,147.781,ok,855,1,
prodds,1,75,query_77,409a5d7ca169f60a,105.744,ok,1,1,
prodds,1,76,query_78,434d4eb113176efe,50.371,ok,66,1,
prodds,1,77,query_79,c5d47490eb00da84,45.512,ok,8,1,
prodds,1,78,query_8,03e388f6409edac0,84.057,ok,4095,1,
prodds,1,79,query_80,3101e49de9c7c942,22.923,ok,297,1,
prodds,1,80,query_81,a582932eae4843e6,111.972,ok,1,1,
prodds,1,81,query_82,c979d7e78d375023,44.544,ok,496,1,
prodds,1,82,query_83,d60fd1edc6582f54,65.656,ok,1850,1,
prodds,1,83,query_84,bcc578a276bdbbbf,92.022,ok,2513,1,
prodds,1,84,query_85,a880f98f6fef9f6e,118.950,ok,2448,1,
prodds,1,85,query_86,fe3b4cfd97fec833,91.234,ok,5228,1,
prodds,1,86,query_87,b9815c7170cbf79e,321.481,ok,1198,1,
prodds,1,87,query_88,a0a9d30e138c5f9b,109.961,ok,1541,1,
prodds,1,88,query_89,a4fcde3429d10d32,67.996,ok,684,1,
prodds,1,89,query_9,d4d9c28edc33a730,190.346,ok,17156,1,
prodds,1,90,query_90,6f94416f0e82da9b,94.072,ok,5,1,
prodds,1,91,query_91,67ea4c743208b1e9,122.034,ok,1,1,
prodds,1,92,query_92,8d9b0e13c45562e6,93.110,ok,1,1,
prodds,1,93,query_93,aca7cee2241c8229,238.393,ok,15,1,
prodds,1,94,query_94,683a16557f10eedf,199.022,ok,12,1,
prodds,1,95,query_95,a0543169e991c000,59.446,ok,1,1,
prodds,1,96,query_96,59711b1c87987b5c,87.716,ok,824,1,
prodds,1,97,query_97,6885e8b6e001e151,89.037,ok,1,1,
prodds,1,98,query_98,018f7bd69ffb4bcd,115.859,ok,805,1,
prodds,1,99,query_99,28419fb1aaf3d33e,87.563,ok,653,1,
prodds,1,100,query_join_J100,3709977783d85ace,52891.212,ok,2875432,1,
prodds,1,101,query_join_J200,99954a9bb264bf27,93807.423,ok,2875432,1,
prodds,1,102,query_join_J50,8595ff99aef8ce33,39306.872,ok,2875432,1,
prodds,1,103,query_union_U10,5a897fc76b1d0f0d,6853.641,ok,3541651,1,
prodds,1,104,query_union_U2,d36913730eb8de11,920.836,ok,490088,1,
prodds,1,105,query_union_U20,d6efe4deb832af6f,15069.898,ok,7674881,1,
prodds,1,106,query_union_U200,e60f5f609046024e,168117.724,ok,87390461,1,
prodds,1,107,query_union_U5,1b6865b43a7b1833,2409.720,ok,1264259,1,
prodds,2,1,query_1,006cb31288dcecde,25.925,ok,1,1,
prodds,2,2,query_10,e48f8b326357d7a2,335.889,ok,10000,1,
prodds,2,3,query_11,3018317c78152d5b,49.736,ok,175,1,
prodds,2,4,query_12,e0517e5722f70e55,80.020,ok,100,1,
prodds,2,5,query_13,abe46ff58a4f42b1,49.059,ok,14,1,
prodds,2,6,query_14,e8e60f29446521a3,52.024,ok,4769,1,
prodds,2,7,query_15,29dd61eef6af08cd,54.404,ok,2,1,
prodds,2,8,query_16,227d88855f8d6c79,250.453,ok,9925,1,
prodds,2,9,query_17,6581a9f818897746,67.788,ok,1,1,
prodds,2,10,query_18,a1fc37af0fb2a6ef,98.782,ok,224,1,
prodds,2,11,query_19,053522c5c77fc0eb,125.022,ok,48,1,
prodds,2,12,query_2,2527118c1d3d1d9f,101.734,ok,15455,1,
prodds,2,13,query_20,703368b73fa14caa,236.575,ok,583,1,
prodds,2,14,query_21,2fa9b09e413209fa,690.659,ok,167,1,
prodds,2,15,query_22,7d2b4701f3ef58bc,108.117,ok,977,1,
prodds,2,16,query_23,f6bbc65c38c2bc4a,201.491,ok,8,1,
prodds,2,17,query_24,a132eb48b25bbef5,58.214,ok,20,1,
prodds,2,18,query_25,cdac296d6ee4dc2f,40.439,ok,1,1,
prodds,2,19,query_26,a41b88008c3ed428,177.206,ok,40,1,
prodds,2,20,query_27,9fab92ebdb65c2e8,88.757,ok,1000,1,
prodds,2,21,query_28,5aa28421cd33e528,128.592,ok,785,1,
prodds,2,22,query_29,08d402872e83caa4,119.594,ok,100,1,
prodds,2,23,query_3,1d89f58513838443,466.228,ok,3109,1,
prodds,2,24,query_30,96649e846d800d28,155.183,ok,17885,1,
prodds,2,25,query_31,01f7f844fa4acd57,39.418,ok,1,1,
prodds,2,26,query_32,c63a145b5ca492c2,107.654,ok,15104,1,
prodds,2,27,query_33,55f8dc9945972116,132.957,ok,10,1,
prodds,2,28,query_34,5a4fbc98f8cde254,100.106,ok,7,1,
prodds,2,29,query_35,1811d0d847f2619d,324.806,ok,1104,1,
prodds,2,30,query_36,92368eeb20e87e28,65.252,ok,1,1,
prodds,2,31,query_37,a7d5adfed058c51b,97.745,ok,248,1,
prodds,2,32,query_38,e94d6da590598a62,93.567,ok,1,1,
prodds,2,33,query_39,61edd6106e2b3a7a,159.607,ok,10,1,
prodds,2,34,query_4,ee74c925f5c99fb5,53.580,ok,2,1,
prodds,2,35,query_40,bbbf757e6a652f0a,16.131,ok,1,1,
prodds,2,36,query_41,92e2880c0b4d56e6,265.782,ok,14692,1,
prodds,2,37,query_42,4312d67082db426c,410.632,ok,44835,1,
prodds,2,38,query_43,0a51b6694b5a7257,218.733,ok,1,1,
prodds,2,39,query_44,291136a006613716,37.720,ok,1,1,
prodds,2,40,query_45,ffcf8da68d7dd35b,112.380,ok,14533,1,
prodds,2,41,query_46,1bbd10f987d2b918,20757.528,ok,4569620,1,
prodds,2,42,query_47,f5ed81a1079b876d,512.818,ok,9387,1,
prodds,2,43,query_48,3ee3b85b1ef9b6cc,199.914,ok,106215,1,
prodds,2,44,query_49,557c5a6b0c16ce58,69.557,ok,1,1,
prodds,2,45,query_5,5b88725bcc4d27bf,98.284,ok,2433,1,
prodds,2,46,query_50,cc396a0561757a2d,67.623,ok,139,1,
prodds,2,47,query_51,47daa255df8c66d2,433.313,ok,67,1,
prodds,2,48,query_52,21653ea8ff5cc2b1,118.772,ok,4081,1,
prodds,2,49,query_53,d3ed703ec3942a98,135.569,ok,10410,1,
prodds,2,50,query_54,708ca0358ba082b1,117.009,ok,1,1,
prodds,2,51,query_55,35ded3633f071735,300.477,ok,16306,1,
prodds,2,52,query_56,6fec29b846c3f30b,77.916,ok,2200,1,
prodds,2,53,query_57,3ebf822c57b400e9,64.445,ok,90,1,
prodds,2,54,query_58,21a08348ae3fe28f,80.557,ok,3,1,
prodds,2,55,query_59,206318ea2fa00447,89.649,ok,5423,1,
prodds,2,56,query_6,c2b1e5ca7dfc2f02,100.445,ok,448,1,
prodds,2,57,query_60,cc8d5d910e706440,84.742,ok,11,1,
prodds,2,58,query_61,d18979de82b75a27,60.611,ok,31,1,
prodds,2,59,query_62,9e6c7a66b6f79a9b,30.682,ok,4,1,
prodds,2,60,query_63,dac96e058c6fac35,344.162,ok,1,1,
prodds,2,61,query_64,d6b74e7e8afb9473,26.931,ok,132,1,
prodds,2,62,query_65,35d9acefc0528a8a,42.152,ok,91,1,
prodds,2,63,query_66,a2dd59ed7b91fcb0,171.333,ok,1,1,
prodds,2,64,query_67,778a86a30a00dbda,25.184,ok,1,1,
prodds,2,65,query_68,4b29f0df89d7bd31,132.174,ok,1,1,
prodds,2,66,query_69,a6b9da715f7bf555,363.958,ok,14157,1,
prodds,2,67,query_7,d902ae2e7edf4052,96.607,ok,1,1,
prodds,2,68,query_70,033b59e5cf67bae8,181.754,ok,9129,1,
prodds,2,69,query_71,9b2b1fee0b10c91c,183.375,ok,10000,1,
prodds,2,70,query_72,2ecaa394cac0bd92,123.380,ok,10083,1,
prodds,2,71,query_73,142e54ba66be46d7,69.969,ok,897,1,
prodds,2,72,query_74,0f4014eed0e1bafc,97.733,ok,1,1,
prodds,2,73,query_75,50285d481cc442d0,50.074,ok,1,1,
prodds,2,74,query_76,68602f8df2810cdb,167.958,ok,855,1,
prodds,2,75,query_77,409a5d7ca169f60a,113.680,ok,1,1,
prodds,2,76,query_78,434d4eb113176efe,47.149,ok,66,1,
prodds,2,77,query_79,c5d47490eb00da84,41.434,ok,8,1,
prodds,2,78,query_8,03e388f6409edac0,83.989,ok,4095,1,
prodds,2,79,query_80,3101e49de9c7c942,26.383,ok,297,1,
prodds,2,80,query_81,a582932eae4843e6,109.472,ok,1,1,
prodds,2,81,query_82,c979d7e78d375023,43.160,ok,496,1,
prodds,2,82,query_83,d60fd1edc6582f54,69.218,ok,1850,1,
prodds,2,83,query_84,bcc578a276bdbbbf,90.294,ok,2513,1,
prodds,2,84,query_85,a880f98f6fef9f6e,126.577,ok,2448,1,
prodds,2,85,query_86,fe3b4cfd97fec833,91.781,ok,5228,1,
prodds,2,86,query_87,b9815c7170cbf79e,304.397,ok,1198,1,
prodds,2,87,query_88,a0a9d30e138c5f9b,92.182,ok,1541,1,
prodds,2,88,query_89,a4fcde3429d10d32,75.616,ok,684,1,
prodds,2,89,query_9,d4d9c28edc33a730,179.276,ok,17156,1,
prodds,2,90,query_90,6f94416f0e82da9b,110.415,ok,5,1,
prodds,2,91,query_91,67ea4c743208b1e9,124.156,ok,1,1,
prodds,2,92,query_92,8d9b0e13c45562e6,93.541,ok,1,1,
prodds,2,93,query_93,aca7cee2241c8229,235.586,ok,15,1,
prodds,2,94,query_94,683a16557f10eedf,132.485,ok,12,1,
prodds,2,95,query_95,a0543169e991c000,56.845,ok,1,1,
prodds,2,96,query_96,59711b1c87987b5c,83.908,ok,824,1,
prodds,2,97,query_97,6885e8b6e001e151,76.734,ok,1,1,
prodds,2,98,query_98,018f7bd69ffb4bcd,97.312,ok,805,1,
prodds,2,99,query_99,28419fb1aaf3d33e,80.628,ok,653,1,
prodds,2,100,query_join_J100,3709977783d85ace,52328.262,ok,2875432,1,
prodds,2,101,query_join_J200,99954a9bb264bf27,94100.668,ok,2875432,1,
prodds,2,102,query_join_J50,8595ff99aef8ce33,38341.541,ok,2875432,1,
prodds,2,103,query_union_U10,5a897fc76b1d0f0d,6822.180,ok,3541651,1,
prodds,2,104,query_union_U2,d36913730eb8de11,917.926,ok,490088,1,
prodds,2,105,query_union_U20,d6efe4deb832af6f,15093.405,ok,7674881,1,
prodds,2,106,query_union_U200,e60f5f609046024e,169454.165,ok,87390461,1,
prodds,2,107,query_union_U5,1b6865b43a7b1833,2456.774,ok,1264259,1,
prodds,3,1,query_1,006cb31288dcecde,26.298,ok,1,1,
prodds,3,2,query_10,e48f8b326357d7a2,329.624,ok,10000,1,
prodds,3,3,query_11,3018317c78152d5b,55.167,ok,175,1,
prodds,3,4,query_12,e0517e5722f70e55,85.658,ok,100,1,
prodds,3,5,query_13,abe46ff58a4f42b1,45.951,ok,14,1,
prodds,3,6,query_14,e8e60f29446521a3,57.419,ok,4769,1,
prodds,3,7,query_15,29dd61eef6af08cd,47.023,ok,2,1,
prodds,3,8,query_16,227d88855f8d6c79,264.663,ok,9925,1,
prodds,3,9,query_17,6581a9f818897746,43.956,ok,1,1,
prodds,3,10,query_18,a1fc37af0fb2a6ef,102.463,ok,224,1,
prodds,3,11,query_19,053522c5c77fc0eb,122.609,ok,48,1,
prodds,3,12,query_2,2527118c1d3d1d9f,111.021,ok,15455,1,
prodds,3,13,query_20,703368b73fa14caa,240.777,ok,583,1,
prodds,3,14,query_21,2fa9b09e413209fa,784.342,ok,167,1,
prodds,3,15,query_22,7d2b4701f3ef58bc,107.026,ok,977,1,
prodds,3,16,query_23,f6bbc65c38c2bc4a,203.185,ok,8,1,
prodds,3,17,query_24,a132eb48b25bbef5,63.325,ok,20,1,
prodds,3,18,query_25,cdac296d6ee4dc2f,34.721,ok,1,1,
prodds,3,19,query_26,a41b88008c3ed428,181.926,ok,40,1,
prodds,3,20,query_27,9fab92ebdb65c2e8,90.846,ok,1000,1,
prodds,3,21,query_28,5aa28421cd33e528,116.279,ok,785,1,
prodds,3,22,query_29,08d402872e83caa4,129.236,ok,100,1,
prodds,3,23,query_3,1d89f58513838443,501.800,ok,3109,1,
prodds,3,24,query_30,96649e846d800d28,154.556,ok,17885,1,
prodds,3,25,query_31,01f7f844fa4acd57,34.487,ok,1,1,
prodds,3,26,query_32,c63a145b5ca492c2,107.331,ok,15104,1,
prodds,3,27,query_33,55f8dc9945972116,121.922,ok,10,1,
prodds,3,28,query_34,5a4fbc98f8cde254,111.679,ok,7,1,
prodds,3,29,query_35,1811d0d847f2619d,325.674,ok,1104,1,
prodds,3,30,query_36,92368eeb20e87e28,69.497,ok,1,1,
prodds,3,31,query_37,a7d5adfed058c51b,101.276,ok,248,1,
prodds,3,32,query_38,e94d6da590598a62,97.461,ok,1,1,
prodds,3,33,query_39,61edd6106e2b3a7a,164.909,ok,10,1,
prodds,3,34,query_4,ee74c925f5c99fb5,57.329,ok,2,1,
prodds,3,35,query_40,bbbf757e6a652f0a,20.616,ok,1,1,
prodds,3,36,query_41,92e2880c0b4d56e6,274.321,ok,14692,1,
prodds,3,37,query_42,4312d67082db426c,427.722,ok,44835,1,
prodds,3,38,query_43,0a51b6694b5a7257,243.584,ok,1,1,
prodds,3,39,query_44,291136a006613716,36.440,ok,1,1,
prodds,3,40,query_45,ffcf8da68d7dd35b,106.793,ok,14533,1,
prodds,3,41,query_46,1bbd10f987d2b918,20621.559,ok,4569620,1,
prodds,3,42,query_47,f5ed81a1079b876d,502.339,ok,9387,1,
prodds,3,43,query_48,3ee3b85b1ef9b6cc,198.281,ok,106215,1,
prodds,3,44,query_49,557c5a6b0c16ce58,67.274,ok,1,1,
prodds,3,45,query_5,5b88725bcc4d27bf,93.763,ok,2433,1,
prodds,3,46,query_50,cc396a0561757a2d,72.567,ok,139,1,
prodds,3,47,query_51,47daa255df8c66d2,417.761,ok,67,1,
prodds,3,48,query_52,21653ea8ff5cc2b1,110.602,ok,4081,1,
prodds,3,49,query_53,d3ed703ec3942a98,140.199,ok,10410,1,
prodds,3,50,query_54,708ca0358ba082b1,132.292,ok,1,1,
prodds,3,51,query_55,35ded3633f071735,297.015,ok,16306,1,
prodds,3,52,query_56,6fec29b846c3f30b,70.002,ok,2200,1,
prodds,3,53,query_57,3ebf822c57b400e9,72.263,ok,90,1,
prodds,3,54,query_58,21a08348ae3fe28f,83.002,ok,3,1,
prodds,3,55,query_59,206318ea2fa00447,104.787,ok,5423,1,
prodds,3,56,query_6,c2b1e5ca7dfc2f02,108.920,ok,448,1,
prodds,3,57,query_60,cc8d5d910e706440,89.365,ok,11,1,
prodds,3,58,query_61,d18979de82b75a27,61.259,ok,31,1,
prodds,3,59,query_62,9e6c7a66b6f79a9b,29.785,ok,4,1,
prodds,3,60,query_63,dac96e058c6fac35,395.153,ok,1,1,
