experiment,unit,timestamp,engine_version,harness_git_hash,threads,repetitions,timeout_s,warmup_queries,memory_limit_bytes,cpu_model,cpu_physical,memory_total_bytes,os_release,python
E5,full_monetdb,20260913_055629,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,keyskew_only_cedardb,20260911_024520,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,keyskew_only_duckdb,20260909_102639,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,keyskew_only_monetdb,20260912_154540,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_all_cedardb,20260911_045511,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_all_duckdb,20260909_114853,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_all_monetdb,20260912_202749,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_only_cedardb,20260911_004234,cedardb=(1 row),b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_only_duckdb,20260909_090507,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,skew_only_monetdb,20260912_101037,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,sparsity_only_cedardb,20260910_222548,cedardb=(1 row),ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,sparsity_only_duckdb,20260909_074303,duckdb=v1.4.4 (Andium) 6ddac802ff,ec6fedd4b122f8cb625ef33f9e8796a094fe83b9,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
E5,sparsity_only_monetdb,20260912_042252,"monetdb=MonetDB 5 server 11.55.7 (Dec2025-SP3) (64-bit, 128-bit integers)",b8cfb8939103b480c43c1b2886e766c3d1ad63be,56,10,1800,1,865405350707,AMD EPYC 7453 28-Core Processor,56,1081756688384,7.0.0-30-generic,3.12.3
